English,Myanmar
keeps,စောင့်ရှောက်သည်။
camp,စခန်း
guns,သေနတ်များ
medical,ဆေးဘက်ဆိုင်ရာ
shame,ရှက်စရာ
hoping,မျှော်လင့်သည်။
whom,ဘယ်သူလဲ။
bird,ငှက်
majesty,အာနုဘော်
flowers,ပန်းများ
famous,နာမည်ကြီး
asleep,အိပ်ပျော်
beauty,အလှတရား
driver,ကားသမား
keys,သော့များ
rain,မိုး
awful,မကောင်းပါဘူး။
large,ကြီးမားသော
local,ပြည်တွင်း
deserve,ထိုက်တန်ပါတယ်။
goddamn,ဘုရားတရား
stone,ကျောက်
jane,ဂျိန်း
grace,ကျေးဇူးတော်
consider,စဉ်းစားပါ။
weekend,ပိတ်ရက်
wondering,အံ့သြနေသည်။
lay,အိပ်
plenty,များနေပြီ။
willing,စေတနာ
pants,ဘောင်းဘီ
sweetheart,ချစ်လေး
skin,အရေပြား
excellent,အရမ်းကောင်းတဲ့
asshole,သေနာကောင်
beach,ကမ်းခြေ
c,ဂ
faith,ယုံကြည်ခြင်း
beg,တောင်းရမ်း
responsible,တာဝန်ရှိတယ်။
military,စစ်တပ်
cheering,အားပေးနေသော
opportunity,အခွင့်အလမ်း
common,ဘုံ
bottom,အောက်ခြေ
german,ဂျာမန်
whoever,ဘယ်သူပဲဖြစ်ဖြစ်
cook,ထမင်းချက်
walked,လမ်းလျှောက်
papers,စာရွက်များ
justice,တရားမျှတမှု
hall,ခန်းမ
commander,တပ်မှူး
drug,မူးယစ်ဆေးဝါး
main,အဓိက
knife,ဓား
devil,မာရ်နတ်
necessary,လိုအပ်သော
although,သို့ပေမယ့်
princess,မင်းသမီး
lights,မီးများ
flying,ပျံသန်း
dick,ကွမ်းသီး
rose,နှင်းဆီ
knowing,သိခြင်း။
clearly,ရှင်းရှင်းလင်းလင်း
hat,ဦးထုပ်
agreed,သဘောတူသည်။
johnny,ဂျော်နီ
corner,ထောင့်
code,ကုဒ်
note,မှတ်ချက်
tommy,တော်မီ
due,ပေးဆပ်ခြင်း
correct,မှန်တယ်။
apologize,တောင်းပန်ပါတယ်။
language,ဘာသာစကား
stars,ကြယ်များ
faster,မြန်မြန်
cars,ကားများ
folks,လူတွေ
bullshit,ရိုင်းစိုင်းသော
i.,ငါ
fellow,အဖော်
several,အများအပြား
grandma,အဖွား
shows,ရှိုး
leader,ခေါင်းဆောင်
leaves,အရွက်
restaurant,စားသောက်ဆိုင်
east,အရှေ့
shouting,အော်
blind,မျက်စိကန်း
ghost,တစ္ဆေ
cup,ခွက်
gotten,ရပြီ
tight,တင်းကျပ်
conversation,စကားဝိုင်း
tells,ပြောထားတယ်။
lies,မုသား
nor,မဟုတ်ပါ။
pulled,ဆွဲ
hanging,တွဲလောင်း
speed,အရှိန်
stories,ပုံပြင်များ
health,ကျန်းမာရေး
advice,အကြံဉာဏ်
held,ကျင်းပသည်။
uh-huh,အိုး-ဟမ်
murdered,အသတ်ခံရ
beyond,ကျော်လွန်
rule,စည်းကမ်း
hardly,ခဲ
possibly,ဖြစ်နိုင်တယ်။
inspector,စစ်ဆေးရေးမှူး
cousin,ဝမ်းကွဲ
trial,အစမ်း
emergency,အရေးပေါ်
ought,သင့်
eddie,အက်ဒီ
somehow,တစ်နည်းနည်းနဲ့
hearing,အကြားအာရုံ
states,ပြည်နယ်များ
account,အကောင့်
spoke,စကားပြောသည်။
file,ဖိုင်
understood,နားလည်သည်။
angel,နတ်သမီးလေး
tape,တိပ်
milk,နို့
powerful,အစွမ်းထက်
weapons,လက်နက်များ
practice,အလေ့အကျင့်
manager,မန်နေဂျာ
pardon,ခွင့်လွှတ်ပါ။
vote,မဲပေးပါ။
national,အမျိုးသား
career,အသက်မွေးဝမ်းကျောင်း
minister,ဝန်ကြီး
super,စူပါ
taught,သင်ပေးတယ်။
robert,ရောဘတ်
biggest,အကြီးဆုံး
plays,ပြဇာတ်များ
natural,သဘာဝ
dancing,ကခုန်ခြင်း။
copy,ကော်ပီ
plus,အပေါင်း
martin,မာတင်
cake,ကိတ်မုန့်
freedom,လွတ်လပ်မှု
among,တို့တွင်
breath,အသက်ရှု
operation,စစ်ဆင်ရေး
chris,ခရစ်
crew,အမှုထမ်း
challenge,စိန်ခေါ်မှု
market,စျေးကွက်
meat,အသား
towards,ဆီသို့
bringing,ယူဆောင်လာသည်။
dropped,ကျဆင်းသွားသည်။
student,ကျောင်းသား
lied,လိမ်တယ်။
strength,ခွန်အား
size,အရွယ်အစား
breathe,အသက်ရှူ
color,အရောင်
monster,ဘီလူး
loud,အကျယ်ကြီး
photo,ဓာတ်ပုံ
aw,ဪ
nearly,နီးပါး
sight,မြင်ကွင်း
greatest,အကြီးမြတ်ဆုံး
games,ဂိမ်းများ
bridge,တံတား
dressed,ဝတ်ဆင်ထားသည်။
arrested,အဖမ်းခံရတယ်။
horrible,ကြောက်စရာကောင်းသော
coach,နည်းပြ
planning,စီစဉ်ခြင်း။
checked,စစ်တယ်။
breaking,ကြေကွဲ
noticed,သတိထားမိတယ်။
fantastic,စိတ်ကူး
screams,အော်သံ
serve,အစေခံ
ideas,စိတ်ကူးများ
investigation,စုံစမ်းစစ်ဆေးရေး
center,ဗဟို
older,အသက်ကြီးသည်။
pack,အထုပ်
soldiers,စစ်သားတွေ
nonsense,ဝင်လာသည်။
project,စီမံကိန်း
training,လေ့ကျင့်ရေး
example,ဥပမာ
trick,လှည့်ကွက်
prepared,ပြင်ဆင်
science,သိပ္ပံပညာ
united,စည်းလုံးတယ်။
travel,ခရီးသွား
incredible,မယုံနိုင်လောက်အောင်
grandpa,အဘိုး
paying,ပေးရတာ။
character,ဇာတ်ကောင်
teeth,သွားများ
criminal,ရာဇ၀တ်သား
charles,ချားလ်စ်
chinese,တရုတ်
truly,အမှန်တကယ်
honestly,ရိုးရိုးသားသား
bro,မောင်
survive,ရှင်သန်ပါ။
bobby,ဘော်ဘီ
target,ပစ်မှတ်
feed,ကျွေးပါ။
nurse,သူနာပြု
e,င
fake,အတု
records,မှတ်တမ်းများ
breathing,အသက်ရှူ
sweetie,ချစ်လေး
numbers,နံပါတ်များ
oil,ဆီ
suicide,သတ်သေ
belong,ပိုင်သည်။
whoo,ဟယ်
perfectly,စုံလင်စွာ
amy,အေမီ
forgotten,မေ့သွားတယ်။
remain,ကျန်နေ
original,မူရင်း
papa,ဖေဖေ
onto,ပေါ်သို့
concerned,စိုးရိမ်သည်။
credit,credit ပါ။
ugh,အိုး
invited,ဖိတ်ခေါ်ပါတယ်။
discuss,ဆွေးနွေးပါ။
research,သုတေသန
easier,ပိုလွယ်လိုက်တာ
view,အမြင်
chair,ကုလားထိုင်
hurts,နာကျင်စေတယ်။
strike,သပိတ်
fill,ဖြည့်စွက်
condition,အခြေအနေ
mountain,တောင်
dr,ဒေါက်တာ
nowhere,ဘယ်နေရာမှာမှ
sheriff,ရဲမှူး
turning,အလှည့်
brown,အညိုရောင်
recognize,အသိအမှတ်ပြုပါ။
heads,ခေါင်းတွေ
audience,ပရိသတ်
all,အားလုံး
jealous,မနာလို
pretend,ဟန်ဆောင်
society,လူ့အဖွဲ့အစည်း
finding,ရှာဖွေခြင်း။
shirt,အင်္ကျီ
comfortable,အဆင်ပြေတယ်။
meaning,အဓိပ္ပါယ်
guest,ဧည့်သည်
pieces,အပိုင်းပိုင်း
dry,ခြောက်သွေ့
letting,ခွင့်ပြုခြင်း။
began,စတင်ခဲ့သည်။
aye,ဟုတ်တယ်
jeff,ဂျက်ဖ်
female,အမျိုးသမီး
release,လွှတ်ပေးရန်
ho,ဟို
cards,ကတ်များ
pray,ဆုတောင်းပါ။
unfortunately,ကံမကောင်းပါ။
balls,ဘောလုံးများ
destroyed,ဖျက်ဆီးခဲ့သည်။
ended,ပြီးသွားတယ်။
universe,စကြာဝဠာ
prepare,ပြင်ဆင်ပါ။
opinion,ထင်မြင်ချက်
movies,ရုပ်ရှင်များ
soldier,စစ်သား
wash,လက်ဆေးပါ။
program,အစီအစဉ်
heat,အပူ
usual,ပုံမှန်
ticket,လက်မှတ်
stolen,ခိုးတယ်။
prefer,ပိုကြိုက်တယ်။
aware,သတိထားပါ။
surely,သေချာတယ်။
male,အထီး
base,အခြေခံ
matters,ကိစ္စ
lift,ဓာတ်လှေကား
lab,ဓာတ်ခွဲခန်း
command,အမိန့်
proof,သက်သေ
cream,မုန့်
selling,ရောင်းချခြင်း။
believed,ယုံကြည်သည်။
create,ဖန်တီးပါ။
h,ဇ
afford,တတ်နိုင်ပါတယ်။
sunday,တနင်္ဂနွေ
total,စုစုပေါင်း
dumb,စကားမပြောနိုင်
threw,ပစ်ချ
france,ပြင်သစ်
birth,မွေး
created,ဖန်တီးခဲ့သည်။
realized,သဘောပေါက်
british,အင်္ဂလိပ်
noise,ဆူညံသံ
nuts,အခွံမာသီး
students,ကျောင်းသား၊
birds,ငှက်များ
social,လူမှုရေး
brilliant,တောက်ပ
bodies,အလောင်းများ
tie,ချည်
opened,ဖွင့်လှစ်ခဲ့သည်။
ours,ငါတို့ရဲ့
bucks,ပေးပြီး
mister,ဆရာ
ugly,ရုပ်ဆိုးတယ်။
ryan,ရိုင်ယန်
focus,အာရုံစူးစိုက်မှု
dan,ဒန်
opens,ဖွင့်လှစ်သည်။
exist,ရှိတော့
followed,လိုက်ခဲ့သည်။
england,အင်္ဂလန်
draw,ဆွဲ
purpose,ရည်ရွယ်ချက်
letters,စာတွေ
daniel,ဒံယေလ
opening,ဖွင့်လှစ်ခြင်း။
bullet,ကျည်ဆံ
anna,အန်နာ
lately,မကြာသေးဘူး။
stayed,နေခဲ့သည်။
falling,ပြုတ်ကျ
season,ရာသီ
ends,ကုန်ဆုံးသည်။
suggest,အကြံပြုသည်။
joy,ပျော်ရွှင်မှု
distance,အကွာအဝေး
responsibility,တာဝန်
whenever,အခါတိုင်း
issue,ထုတ်ပြန်သည်
thousands,ထောင်ပေါင်းများစွာ
process,လုပ်ငန်းစဉ်
sword,ဓား
shower,ရေချိုး
weak,အားနည်းတယ်။
lonely,အထီးကျန်
happiness,ပျော်ရွှင်မှု
eric,အဲရစ်
tiny,သေးသေးလေး
desk,စားပွဲခုံ
pool,ရေကန်
property,ပစ္စည်းဥစ္စာ
forced,အတင်းအကြပ်
settle,အခြေချပါ။
indistinct,ဝေခွဲမရ
weight,ကိုယ်အလေးချိန်
received,ရရှိခဲ့သည်။
gang,ဂိုဏ်း
bite,ကိုက်တယ်။
friday,သောကြာ
disappeared,ပျောက်သွားတယ်။
interview,အင်တာဗျူး
expecting,မျှော်လင့်နေသည်။
